key,name_en,url
page:encoding/ascii,ASCII encoding,
page:encoding/cp1251,Windows-1251 encoding (Cyrillic/Russian)
page:encoding/gb2312, GB2312
page:encoding/iso-8859-1
page:encoding/iso-8859-2
page:encoding/koi8-r
page:encoding/maccyr
page:encoding/utf8
page:lang/chinese,Chinese language,
page:lang/russian,Russian language,
page:meta/audience,audience meta tag
page:meta/author,author meta tag
page:meta/copyright,
page:meta/dc.language
page:meta/dc.subject
page:meta/description
page:meta/generator
page:meta/googlebot
page:meta/keywords
page:meta/language
page:meta/mailrubutton
page:meta/mspinnedsite
page:meta/rating
page:meta/revisit
page:meta/robots
page:meta/skypetoolbar
page:meta/twittercard
page:meta/weboftrust
site:classify/blog
site:classify/phpbb
site:classify/webshop
site:info/appleicon
site:info/cookiesupport
site:info/csssupport
site:info/dnsprefetch
site:info/edituri
site:info/etagsupported
site:info/favicon
site:info/livewriter
site:info/openid
site:info/opensearch
site:info/p3p
site:info/pingback
site:info/returnslength
site:info/rsd
site:info/search
site:info/webmoney_att
site:info/wlmanifest
site:webmaster/google,Google webmaster,https://webmaster.google.com
site:webmaster/yahoo,Yahoo webmaster,https://yahoo.com
site:webmaster/yandex,Yandex webmaster,https://webmaster.yandex.ru
web:adv/4smi
web:adv/adfox
web:adv/adriver
web:adv/adscape
web:adv/adsense
web:adv/advbroker
web:adv/advlineru
web:adv/b2bcontext
web:adv/begun
web:adv/lbnru
web:adv/lbskmru
web:adv/linkexchange
web:adv/linkru
web:adv/luxupru
web:adv/mabicoru
web:adv/magnaru
web:adv/marketgid
web:adv/novoteka
web:adv/openx
web:adv/orthodoxyru
web:adv/popunder
web:adv/prbnru
web:adv/readmeru
web:adv/redtram
web:adv/tbn
web:adv/videoclick
web:adv/yadirect
web:adv/yanarod
web:banner/narod_ru
web:banner/tut_by
web:banner/uaportal
web:banner/vsego_ru
web:banner/w3c
web:cdn/googleapis
web:cms/abocms
web:cms/amirocms
web:cms/aquiloncms
web:cms/bitrix
web:cms/blogger
web:cms/bruttocms
web:cms/cmsimple
web:cms/danneocms
web:cms/dle
web:cms/drupal
web:cms/edgestile
web:cms/edogs
web:cms/ezpublish
web:cms/hostcms
web:cms/infodesigner
web:cms/instantcms
web:cms/jboss
web:cms/joomla
web:cms/joostina
web:cms/mambo
web:cms/maxsitecms
web:cms/movtype
web:cms/mssharepoint
web:cms/netcat
web:cms/nucleuscms
web:cms/phpBB
web:cms/phpnuke
web:cms/pleskwin
web:cms/plone
web:cms/rbccontents
web:cms/sbuilder
web:cms/seditio
web:cms/slaedcms
web:cms/typo3,Typo3 CMS,https://typo3.org
web:cms/ucoz,uCoz website builder,https://www.ucoz.com
web:cms/umicms,Umi.cms,https://www.umi-cms.ru
web:cms/vbulletin,Vbulletin,https://www.vbulletin.com
web:cms/webgui,WebGUI,http://www.webgui.org/
web:cms/websphere,IBM WebSphere,https://www.ibm.com/cloud/websphere-application-platform
web:cms:wiki/mediawiki,Mediawiki,https://www.mediawiki.org
web:cms/wordpress,Wordpress,https://wordpress.com
web:cms/xoops
web:counter/24logru
web:counter/aportru
web:counter/bigmirnet
web:counter/countercokz
web:counter/directrix
web:counter/extremetrack
web:counter/ga
web:counter/gemius
web:counter/hotlogru
web:counter/invictory
web:counter/kmindex
web:counter/liveinternet
web:counter/mailrutop
web:counter/metkaru
web:counter/mycountercomua
web:counter/narodru
web:counter/one.ru
web:counter/quantcast
web:counter/radionetppru
web:counter/ramblertop100
web:counter/spylog
web:counter/statcounter
web:counter/tns
web:counter/toplipetskname
web:counter/topmailru
web:counter/topnetru
web:counter/warlogru
web:counter/webvisor
web:counter/yametrica
web:counter/yandeg
web:editor/frontpageexpress
web:editor/msfrontpage
web:editor/mshtml_dll
web:editor/msvs
web:editor/msword
web:editor/netobjectsfusion
web:feeds/atom
web:feeds/rss
web:feeds/smartresponder
web:maps/google
web:maps/yandex
web:media:audio/rpodru
web:media:video/1tvru
web:media:video/googlevideo
web:media:video/mailru
web:media:video/ramblervision
web:media:video/russiaru
web:media:video/rutube
web:media:video/sapovideos
web:media:video/smotricom
web:media:video/truveo
web:media:video/twigle
web:media:video/vimeo
web:media:video/yandex
web:media:video/youtube
web:os/asplinux
web:os/centos
web:os/darwin
web:os/debian
web:os/fedora
web:os/freebsd
web:os/gentoo
web:os/hpux
web:os/linux
web:os/netware
web:os/os2
web:os/redhat
web:os/suse
web:os/ubuntu
web:os/unix
web:os/windows
web:parking/advancedparkingru
web:parking/fastparknet
web:parking/google
web:parking/parkingnicru
web:parking/r01
web:parking/repark
web:parking/sedo
web:script/dojotoolkit
web:script/lightbox
web:script/prototype
web:script/scriptaculous
web:scripts/jquery
web:scripts/jquery.corner
web:scripts/jqueryui
web:scripts/jshttprequest
web:scripts/lightbox
web:scripts/mootools
web:scripts/prototype
web:scripts/scriptaculous
web:scripts/sifr
web:scripts/spry
web:scripts/swfobject
web:scripts/thickbox
web:server/0w
web:server/apache
web:server/communigate
web:server/datapalm
web:server/ibmhttpd
web:server/iis
web:server/jinoru
web:server/lighttpd
web:server/litespeed
web:server/lotusdomino
web:server/mongrel
web:server/nginx
web:server/resin
web:server/squid
web:server/sunone
web:server/tomcat
web:server/userv
web:server/websphere
web:server/yandex_zx
web:server/zope
web:social/googleplus
web:social/vkcomments
web:tech/activex
web:tech:activex/realplayer
web:tech:activex/wmplayer
web:tech:db/mysql
web:tech:db/postgresql
web:tech/flash
web:tech/jsp
web:tech:lang/aspnet
web:tech:lang/asp.net
web:tech:lang/java
web:tech:lang/perl
web:tech:lang/Perl
web:tech:lang/php
web:tech:lang/python
web:tech:lang/ruby
web:tech:module/apachejserv
web:tech:module/authmysql
web:tech:module/authpg
web:tech:module/benssl
web:tech:module/dav
web:tech:module/frontpage
web:tech:module/gnu
web:tech:module/mod_accel
web:tech:module/mod_accounting
web:tech:module/mod_auth_passthrough
web:tech:module/mod_auth_pgsql
web:tech:module/mod_autoindex_color
web:tech:module/mod_bwlimited
web:tech:module/mod_defer
web:tech:module/mod_deflate
web:tech:module/mod_dp
web:tech:module/mod_dp20
web:tech:module/mod_fastcgi
web:tech:module/mod_gnutls
web:tech:module/mod_gzip
web:tech:module/mod_ipdrop
web:tech:module/mod_jk
web:tech:module/modlayout
web:tech:module/mod_log_bytes
web:tech:module/mod_macro
web:tech:module/mod_mono
web:tech:module/mod_perl
web:tech:module/mod_psoft_traffic
web:tech:module/mod_python
web:tech:module/mod_rails
web:tech:module/mod_ruby
web:tech:module/mod_scgi
web:tech:module/mod_ssl
web:tech:module/mod_svn
web:tech:module/mod_throttle
web:tech:module/mod_tsunami
web:tech:module/mod_webapp
web:tech:module/mod_wsgi
web:tech:module/mod_xslt
web:tech:module/openssl
web:tech:module/phpcgi
web:tech:module/phusion_passenger
web:tech:module/proxy_html
web:tech:module/resin
web:tech:module/rus
web:tech:module/suhosin
web:tech:module/sunoneasp
web:tech/silverlight
web:tech/svg
web:widgets:audio/lastfm
web:widgets:blog/twitter
web:widgets:bookmark/addthis
web:widgets:bookmark/odnaknopka
web:widgets:captcha/recaptcha
web:widgets:cars/yandextraffic
web:widgets:chat/cboxws
web:widgets:chat/iiiru
web:widgets:clock/yandexclock
web:widgets:feeds/feedburneremail
web:widgets:feeds/maillistru
web:widgets:feeds/mailrusubscribe
web:widgets:feeds/rss2emailru
web:widgets:feeds/subscriberu
web:widgets:feeds/yahoogroups
web:widgets:fin/rbcinformer
web:widgets:fin/tamogniaru
web:widgets:meteo/gismeteo
web:widgets:meteo/rp5ru
web:widgets:news/googlereader
web:widgets:news/yandexlenta
web:widgets:news/yandexnews
web:widgets/operawidget
web:widgets/ozonru
web:widgets/paypal
web:widgets:phone/skype
web:widgets:ranks/cycounter
web:widgets:reviews/reformalru
web:widgets:search/freefindcom
web:widgets:search/googlecse
web:widgets:search/gramotaru
web:widgets:search/hristianstvoru
web:widgets:search/nigmaru
web:widgets:search/ozonru
web:widgets:search/ramblersearch
web:widgets:search/specpoiskru
web:widgets:search/yandexsearch
web:widgets:search/yandexsitesearch
web:widgets:time/clocklink
web:widgets:translate/googletranslate
web:widgets:translate/lingvoru
web:widgets:translate/mstranslate
web:widgets:translate/translateru
web:widgets:translate/yandexlingvo
web:widgets/tuturu
web:widgets:voting/tigvote
web:widgets:weather/pogodamailru
web:widgets:weather/yandexweather
